atm_id,atm_code,bank_id,latitude,longitude,district,area,atm_type,is_active
ATM0088,ATM-KOTAK-006,BANK007,29.966645,77.538935,Saharanpur,Court Road,ONSITE,true
ATM0089,ATM-AXIS-010,BANK005,25.171562,82.507326,Mirzapur,Vindhyachal,OFFSITE,true
ATM0090,ATM-PNB-008,BANK004,28.478025,77.505017,Noida (Gautam Buddha Nagar),Greater Noida Alpha,ONSITE,true
ATM0091,ATM-AXIS-011,BANK005,25.431504,78.560956,Jhansi,Sadar Bazar,OFFSITE,true
ATM0092,ATM-HDFC-007,BANK001,27.160455,78.045019,Agra,Tajganj,OFFSITE,true
ATM0093,ATM-SBI-016,BANK002,26.834069,80.927789,Lucknow,Charbagh,OFFSITE,true
ATM0094,ATM-UBI-013,BANK009,26.855833,80.999019,Lucknow,Gomti Nagar,ONSITE,true
ATM0095,ATM-SBI-017,BANK002,26.797772,83.392613,Gorakhpur,Medical College Road,ONSITE,true
ATM0096,ATM-AXIS-012,BANK005,25.751679,82.698801,Jaunpur,Shahganj Road,OFFSITE,true
ATM0097,ATM-INDUS-011,BANK010,25.448815,78.58585,Jhansi,Nawabad,ONSITE,false
ATM0098,ATM-HDFC-008,BANK001,26.829488,80.920977,Lucknow,Charbagh,OFFSITE,true
ATM0099,ATM-AXIS-013,BANK005,25.303356,82.995854,Varanasi,Bhelupur,OFFSITE,true
ATM0100,ATM-ICICI-010,BANK003,25.140772,82.566779,Mirzapur,Dankeen Ganj,ONSITE,true
ATM0101,ATM-UBI-014,BANK009,25.452348,81.838918,Prayagraj,Civil Lines,ONSITE,true
ATM0102,ATM-INDUS-012,BANK010,25.311368,83.008272,Varanasi,Godowlia,OFFSITE,true
ATM0103,ATM-PNB-009,BANK004,28.80984,78.7503,Moradabad,Majhola,OFFSITE,true
ATM0104,ATM-UBI-015,BANK009,27.924445,78.096882,Aligarh,University Market,OFFSITE,true
ATM0105,ATM-SBI-018,BANK002,28.569211,77.315225,Noida (Gautam Buddha Nagar),Sector 18,OFFSITE,true
ATM0106,ATM-HDFC-009,BANK001,27.915436,78.093812,Aligarh,University Market,ONSITE,true
ATM0107,ATM-AXIS-014,BANK005,26.76171,83.378383,Gorakhpur,Golghar,OFFSITE,true
ATM0108,ATM-UBI-016,BANK009,27.167632,78.410589,Firozabad,Suhag Nagar,ONSITE,true
ATM0109,ATM-SBI-019,BANK002,25.736477,82.672513,Jaunpur,Line Bazar,OFFSITE,true
ATM0110,ATM-UBI-017,BANK009,25.149378,82.572394,Mirzapur,Dankeen Ganj,OFFSITE,true
ATM0111,ATM-INDUS-013,BANK010,28.647457,77.340723,Ghaziabad,Vaishali,ONSITE,true
ATM0112,ATM-ICICI-011,BANK003,27.479581,77.636562,Mathura,Highway Mathura,ONSITE,true
ATM0113,ATM-HDFC-010,BANK001,29.460435,77.713004,Muzaffarnagar,New Mandi,OFFSITE,true
ATM0114,ATM-PNB-010,BANK004,25.141157,82.573677,Mirzapur,Dankeen Ganj,ONSITE,true
ATM0115,ATM-UBI-018,BANK009,27.920861,78.090481,Aligarh,University Market,ONSITE,true
ATM0116,ATM-INDUS-014,BANK010,28.995574,77.709756,Meerut,Begum Bridge,ONSITE,true
ATM0117,ATM-ICICI-012,BANK003,28.363133,79.42183,Bareilly,Civil Lines,OFFSITE,false
ATM0118,ATM-KOTAK-007,BANK007,26.865445,81.002389,Lucknow,Gomti Nagar,OFFSITE,true
ATM0119,ATM-KOTAK-008,BANK007,26.799346,80.915222,Lucknow,Alambagh,OFFSITE,true
ATM0120,ATM-AXIS-015,BANK005,29.969001,77.531146,Saharanpur,Court Road,ONSITE,true
ATM0121,ATM-SBI-020,BANK002,28.689908,77.452654,Ghaziabad,Raj Nagar,ONSITE,true
ATM0122,ATM-CANARA-007,BANK008,26.471926,80.351982,Kanpur Nagar,Civil Lines,OFFSITE,true
ATM0123,ATM-BOB-009,BANK006,27.198969,78.005016,Agra,Sanjay Place,OFFSITE,true
ATM0124,ATM-PNB-011,BANK004,28.844385,78.760623,Moradabad,Civil Lines,OFFSITE,true
ATM0125,ATM-KOTAK-009,BANK007,26.852494,81.000438,Lucknow,Gomti Nagar,OFFSITE,true
ATM0126,ATM-AXIS-016,BANK005,29.978275,77.540403,Saharanpur,Court Road,OFFSITE,true
ATM0127,ATM-UBI-019,BANK009,26.416923,80.336205,Kanpur Nagar,Kidwai Nagar,OFFSITE,true
ATM0128,ATM-SBI-021,BANK002,26.84483,80.942042,Lucknow,Hazratganj,OFFSITE,true
ATM0129,ATM-ICICI-013,BANK003,28.99449,77.702211,Meerut,Begum Bridge,ONSITE,true
ATM0130,ATM-HDFC-011,BANK001,27.929257,78.088898,Aligarh,University Market,ONSITE,true
ATM0131,ATM-BOB-010,BANK006,26.418264,80.33286,Kanpur Nagar,Kidwai Nagar,OFFSITE,true
ATM0132,ATM-KOTAK-010,BANK007,27.921867,78.081039,Aligarh,University Market,ONSITE,true
ATM0133,ATM-SBI-022,BANK002,25.301257,82.98706,Varanasi,Bhelupur,ONSITE,true
ATM0134,ATM-AXIS-017,BANK005,28.967139,77.731397,Meerut,Shastri Nagar,OFFSITE,true
ATM0135,ATM-HDFC-012,BANK001,28.990947,77.697477,Meerut,Begum Bridge,OFFSITE,true
ATM0136,ATM-UBI-020,BANK009,25.366694,83.019728,Varanasi,Sarnath,OFFSITE,true
ATM0137,ATM-BOB-011,BANK006,26.859091,81.002553,Lucknow,Gomti Nagar,ONSITE,true
ATM0138,ATM-INDUS-015,BANK010,25.45463,78.577984,Jhansi,Nawabad,OFFSITE,true
ATM0139,ATM-AXIS-018,BANK005,27.909797,78.08291,Aligarh,Civil Lines,OFFSITE,true
ATM0140,ATM-BOB-012,BANK006,28.519979,77.401452,Noida (Gautam Buddha Nagar),Sector 137,OFFSITE,true
ATM0141,ATM-UBI-021,BANK009,28.648138,77.341637,Ghaziabad,Vaishali,OFFSITE,true
ATM0142,ATM-KOTAK-011,BANK007,26.880709,80.98187,Lucknow,Indira Nagar,OFFSITE,true
ATM0143,ATM-INDUS-016,BANK010,26.430857,80.309274,Kanpur Nagar,Govind Nagar,ONSITE,true
ATM0144,ATM-UBI-022,BANK009,26.870486,80.988423,Lucknow,Indira Nagar,ONSITE,true
ATM0145,ATM-AXIS-019,BANK005,26.809951,80.907575,Lucknow,Alambagh,ONSITE,true
ATM0146,ATM-CANARA-008,BANK008,27.46838,77.632337,Mathura,Highway Mathura,ONSITE,true
ATM0147,ATM-UBI-023,BANK009,27.165217,78.406098,Firozabad,Station Road,OFFSITE,true
ATM0148,ATM-SBI-023,BANK002,25.432177,78.55599,Jhansi,Sadar Bazar,OFFSITE,true
ATM0149,ATM-SBI-024,BANK002,28.992707,77.700466,Meerut,Begum Bridge,OFFSITE,true
ATM0150,ATM-AXIS-020,BANK005,28.615304,77.366339,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,true
ATM0151,ATM-ICICI-014,BANK003,28.971257,77.728963,Meerut,Shastri Nagar,OFFSITE,true
ATM0152,ATM-CANARA-009,BANK008,25.33099,82.989801,Varanasi,Cantt,ONSITE,true
ATM0153,ATM-CANARA-010,BANK008,25.431383,78.573169,Jhansi,Sadar Bazar,OFFSITE,true
ATM0154,ATM-KOTAK-012,BANK007,28.621849,77.365447,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,true
ATM0155,ATM-ICICI-015,BANK003,25.33644,82.993901,Varanasi,Cantt,ONSITE,true
ATM0156,ATM-SBI-025,BANK002,26.849027,80.945942,Lucknow,Hazratganj,OFFSITE,true
ATM0157,ATM-ICICI-016,BANK003,26.437717,80.317175,Kanpur Nagar,Govind Nagar,OFFSITE,true
ATM0158,ATM-UBI-024,BANK009,28.683649,77.455738,Ghaziabad,Raj Nagar,ONSITE,true
ATM0159,ATM-PNB-012,BANK004,27.151618,77.997848,Agra,Cantt Agra,OFFSITE,true
ATM0160,ATM-CANARA-011,BANK008,26.770099,82.13808,Ayodhya (Faizabad),Civil Lines,ONSITE,true
ATM0161,ATM-UBI-025,BANK009,28.652462,77.341478,Ghaziabad,Vaishali,OFFSITE,false
ATM0162,ATM-BOB-013,BANK006,26.831826,80.923845,Lucknow,Charbagh,OFFSITE,true
ATM0163,ATM-INDUS-017,BANK010,26.885547,80.991237,Lucknow,Indira Nagar,OFFSITE,true
ATM0164,ATM-UBI-026,BANK009,29.942563,77.530019,Saharanpur,Delhi Road,OFFSITE,true
ATM0165,ATM-CANARA-012,BANK008,25.468549,81.86101,Prayagraj,Katra,ONSITE,true
ATM0166,ATM-AXIS-021,BANK005,28.627435,77.362777,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,true
ATM0167,ATM-PNB-013,BANK004,25.433819,81.909868,Prayagraj,Jhusi,OFFSITE,true
ATM0168,ATM-AXIS-022,BANK005,26.749839,83.372405,Gorakhpur,Golghar,OFFSITE,true
ATM0169,ATM-BOB-014,BANK006,26.495853,80.262178,Kanpur Nagar,Kalyanpur,OFFSITE,true
ATM0170,ATM-ICICI-017,BANK003,27.162903,78.054218,Agra,Tajganj,OFFSITE,true
ATM0171,ATM-ICICI-018,BANK003,25.327911,82.987951,Varanasi,Sigra,ONSITE,true
ATM0172,ATM-KOTAK-013,BANK007,26.759251,83.365301,Gorakhpur,Golghar,OFFSITE,true
ATM0173,ATM-CANARA-013,BANK008,28.685919,77.4515,Ghaziabad,Raj Nagar,ONSITE,true
ATM0174,ATM-KOTAK-014,BANK007,27.174693,78.04362,Agra,Tajganj,OFFSITE,true
ATM0175,ATM-INDUS-018,BANK010,25.377355,83.020086,Varanasi,Sarnath,OFFSITE,true
ATM0176,ATM-INDUS-019,BANK010,28.574261,77.310396,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,true
ATM0177,ATM-BOB-015,BANK006,28.576351,77.317908,Noida (Gautam Buddha Nagar),Sector 18,OFFSITE,true
ATM0178,ATM-KOTAK-015,BANK007,25.423373,81.904255,Prayagraj,Jhusi,OFFSITE,true
ATM0179,ATM-CANARA-014,BANK008,28.976022,77.730214,Meerut,Shastri Nagar,OFFSITE,true
ATM0180,ATM-CANARA-015,BANK008,28.406914,79.354583,Bareilly,C.B. Ganj,ONSITE,true
ATM0181,ATM-KOTAK-016,BANK007,26.491004,80.257177,Kanpur Nagar,Kalyanpur,ONSITE,true
ATM0182,ATM-ICICI-019,BANK003,28.991612,77.702746,Meerut,Begum Bridge,ONSITE,false
ATM0183,ATM-KOTAK-017,BANK007,26.471426,80.348775,Kanpur Nagar,Civil Lines,OFFSITE,true
ATM0184,ATM-HDFC-013,BANK001,25.37785,82.956464,Varanasi,Shivpur,OFFSITE,true
ATM0185,ATM-ICICI-020,BANK003,25.465943,78.564703,Jhansi,Nawabad,OFFSITE,true
ATM0186,ATM-HDFC-014,BANK001,28.637112,77.372019,Ghaziabad,Indirapuram,OFFSITE,true
ATM0187,ATM-PNB-014,BANK004,29.461251,77.723639,Muzaffarnagar,New Mandi,OFFSITE,true
ATM0188,ATM-KOTAK-018,BANK007,28.810191,78.740652,Moradabad,Majhola,OFFSITE,true
ATM0189,ATM-AXIS-023,BANK005,26.791554,83.39515,Gorakhpur,Medical College Road,OFFSITE,true
ATM0190,ATM-HDFC-015,BANK001,25.429494,81.904348,Prayagraj,Jhusi,OFFSITE,true
ATM0191,ATM-BOB-016,BANK006,28.843247,78.759854,Moradabad,Civil Lines,OFFSITE,true
ATM0192,ATM-HDFC-016,BANK001,26.779173,82.139264,Ayodhya (Faizabad),Civil Lines,OFFSITE,true
ATM0193,ATM-PNB-015,BANK004,28.841714,78.756313,Moradabad,Civil Lines,ONSITE,true
ATM0194,ATM-ICICI-021,BANK003,25.288651,83.000823,Varanasi,Bhelupur,ONSITE,true
ATM0195,ATM-SBI-026,BANK002,27.465792,77.630918,Mathura,Highway Mathura,OFFSITE,true
ATM0196,ATM-CANARA-016,BANK008,27.915782,78.067935,Aligarh,Civil Lines,OFFSITE,true
ATM0197,ATM-ICICI-022,BANK003,28.403233,79.349275,Bareilly,C.B. Ganj,ONSITE,true
ATM0198,ATM-ICICI-023,BANK003,25.439859,78.560845,Jhansi,Sadar Bazar,ONSITE,false
ATM0199,ATM-INDUS-020,BANK010,28.653776,77.374361,Ghaziabad,Indirapuram,OFFSITE,true
ATM0200,ATM-INDUS-021,BANK010,26.801558,80.908504,Lucknow,Alambagh,OFFSITE,true
ATM0201,ATM-KOTAK-019,BANK007,25.310852,82.987759,Varanasi,Sigra,OFFSITE,true
ATM0202,ATM-SBI-027,BANK002,28.842654,78.763635,Moradabad,Civil Lines,OFFSITE,true
ATM0203,ATM-SBI-028,BANK002,26.866103,81.005852,Lucknow,Gomti Nagar,ONSITE,true
ATM0204,ATM-INDUS-022,BANK010,26.494209,80.262033,Kanpur Nagar,Kalyanpur,OFFSITE,true
ATM0205,ATM-BOB-017,BANK006,28.97026,77.731993,Meerut,Shastri Nagar,OFFSITE,true
ATM0206,ATM-SBI-029,BANK002,25.37738,81.864008,Prayagraj,Naini,OFFSITE,true
ATM0207,ATM-HDFC-017,BANK001,26.79487,83.386232,Gorakhpur,Medical College Road,OFFSITE,true
ATM0208,ATM-SBI-030,BANK002,28.812477,78.741895,Moradabad,Majhola,OFFSITE,true
ATM0209,ATM-CANARA-017,BANK008,25.312038,83.000404,Varanasi,Godowlia,OFFSITE,true
ATM0210,ATM-ICICI-024,BANK003,28.986552,77.706936,Meerut,Begum Bridge,ONSITE,true
ATM0211,ATM-INDUS-023,BANK010,26.808899,80.906326,Lucknow,Alambagh,OFFSITE,true
ATM0212,ATM-CANARA-018,BANK008,26.78421,83.392998,Gorakhpur,Medical College Road,ONSITE,true
ATM0213,ATM-BOB-018,BANK006,27.466561,77.639647,Mathura,Highway Mathura,OFFSITE,true
ATM0214,ATM-AXIS-024,BANK005,28.636403,77.369869,Ghaziabad,Indirapuram,OFFSITE,true
ATM0215,ATM-CANARA-019,BANK008,29.483083,77.705093,Muzaffarnagar,Civil Lines,ONSITE,true
ATM0216,ATM-BOB-019,BANK006,26.789731,83.398165,Gorakhpur,Medical College Road,OFFSITE,true
ATM0217,ATM-ICICI-025,BANK003,25.389092,81.868669,Prayagraj,Naini,OFFSITE,true
ATM0218,ATM-AXIS-025,BANK005,26.794233,83.393934,Gorakhpur,Medical College Road,ONSITE,true
ATM0219,ATM-UBI-027,BANK009,27.173645,78.411598,Firozabad,Suhag Nagar,ONSITE,true
ATM0220,ATM-SBI-031,BANK002,28.613974,77.367505,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,true
ATM0221,ATM-CANARA-020,BANK008,26.877788,80.99139,Lucknow,Indira Nagar,ONSITE,true
ATM0222,ATM-CANARA-021,BANK008,25.336063,82.976352,Varanasi,Cantt,ONSITE,true
ATM0223,ATM-CANARA-022,BANK008,28.517339,77.409415,Noida (Gautam Buddha Nagar),Sector 137,OFFSITE,true
ATM0224,ATM-AXIS-026,BANK005,25.455567,81.834235,Prayagraj,Civil Lines,ONSITE,true
ATM0225,ATM-AXIS-027,BANK005,25.741116,82.674583,Jaunpur,Line Bazar,OFFSITE,true
ATM0226,ATM-CANARA-023,BANK008,28.999599,77.703569,Meerut,Begum Bridge,ONSITE,true
ATM0227,ATM-KOTAK-020,BANK007,25.450591,78.569207,Jhansi,Nawabad,ONSITE,false
ATM0228,ATM-BOB-020,BANK006,25.383498,81.863976,Prayagraj,Naini,OFFSITE,true
ATM0229,ATM-AXIS-028,BANK005,28.462332,77.504963,Noida (Gautam Buddha Nagar),Greater Noida Alpha,ONSITE,true
ATM0230,ATM-PNB-016,BANK004,25.451171,81.829872,Prayagraj,Civil Lines,ONSITE,true
ATM0231,ATM-PNB-017,BANK004,27.166549,78.394681,Firozabad,Station Road,OFFSITE,true
ATM0232,ATM-AXIS-029,BANK005,25.760836,82.700106,Jaunpur,Shahganj Road,OFFSITE,true
ATM0233,ATM-SBI-032,BANK002,25.382412,81.865005,Prayagraj,Naini,OFFSITE,true
ATM0234,ATM-PNB-018,BANK004,25.45652,78.577159,Jhansi,Nawabad,ONSITE,true
ATM0235,ATM-HDFC-018,BANK001,29.943133,77.522132,Saharanpur,Delhi Road,ONSITE,true
ATM0236,ATM-AXIS-030,BANK005,26.759718,83.369117,Gorakhpur,Golghar,OFFSITE,true
ATM0237,ATM-UBI-028,BANK009,25.463787,81.838689,Prayagraj,Civil Lines,OFFSITE,true
ATM0238,ATM-CANARA-024,BANK008,26.856187,81.000919,Lucknow,Gomti Nagar,OFFSITE,true
ATM0239,ATM-INDUS-024,BANK010,29.970717,77.547418,Saharanpur,Court Road,OFFSITE,true
ATM0240,ATM-CANARA-025,BANK008,26.874257,80.978713,Lucknow,Indira Nagar,OFFSITE,true
ATM0241,ATM-AXIS-031,BANK005,26.773795,82.137959,Ayodhya (Faizabad),Civil Lines,OFFSITE,true
ATM0242,ATM-SBI-033,BANK002,26.774596,83.390649,Gorakhpur,Medical College Road,OFFSITE,true
ATM0243,ATM-CANARA-026,BANK008,27.478619,77.629341,Mathura,Highway Mathura,OFFSITE,true
ATM0244,ATM-ICICI-026,BANK003,25.4532,81.835528,Prayagraj,Civil Lines,ONSITE,true
ATM0245,ATM-SBI-034,BANK002,29.464028,77.724575,Muzaffarnagar,New Mandi,ONSITE,false
ATM0246,ATM-UBI-029,BANK009,26.763043,83.378658,Gorakhpur,Golghar,ONSITE,true
ATM0247,ATM-UBI-030,BANK009,26.433148,80.307832,Kanpur Nagar,Govind Nagar,ONSITE,true
ATM0248,ATM-AXIS-032,BANK005,26.423091,80.341002,Kanpur Nagar,Kidwai Nagar,OFFSITE,true
ATM0249,ATM-AXIS-033,BANK005,25.323089,82.977553,Varanasi,Sigra,ONSITE,true
ATM0250,ATM-INDUS-025,BANK010,28.848767,78.754249,Moradabad,Civil Lines,OFFSITE,false
ATM0251,ATM-PNB-019,BANK004,25.436333,78.558993,Jhansi,Sadar Bazar,OFFSITE,true
ATM0252,ATM-SBI-035,BANK002,25.168045,82.494793,Mirzapur,Vindhyachal,ONSITE,true
ATM0253,ATM-UBI-031,BANK009,26.858878,81.000043,Lucknow,Gomti Nagar,OFFSITE,true
