atm_id,observation_time,bank_id,district_id,latitude,longitude,atm_type,is_active,hour,day_of_week,is_weekend,complaints_last_1h,complaints_last_6h,complaints_last_24h,withdrawals_last_1h,withdrawals_last_6h,withdrawals_last_24h,withdrawal_count,total_withdrawal_amount,average_withdrawal,unique_accounts,transaction_velocity,complaints_1km,complaints_3km,fraud_events_1km,fraud_events_3km,distance_from_recent_fraud,historical_fraud_count,historical_hotspot_score,future_fraud_withdrawals_3h,target
ATM0115,2026-01-01 12:19:12,BANK009,DIST010,27.920861,78.090481,ONSITE,True,12,3,0,1,8,21,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1.0,0,0.0,0,0
ATM0266,2026-01-01 12:20:56,BANK007,DIST016,29.482539,77.705613,ONSITE,True,12,3,0,1,8,21,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0374,2026-01-01 12:38:18,BANK002,DIST008,28.98978,77.700955,ONSITE,True,12,3,0,0,8,21,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,1,2,0,0,-1.0,0,0.0,0,0
ATM0279,2026-01-01 12:39:11,BANK009,DIST003,26.473378,80.344007,ONSITE,True,12,3,0,0,8,21,1,1,1,1,8000.0,8000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0255,2026-01-01 12:41:05,BANK005,DIST005,28.510599,77.408639,ONSITE,True,12,3,0,0,8,21,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1.0,0,0.0,0,0
ATM0466,2026-01-01 12:43:57,BANK009,DIST008,28.992508,77.706963,OFFSITE,True,12,3,0,0,8,21,1,2,2,2,5000.0,2500.0,2,0.3333333333333333,1,3,0,0,-1.0,0,0.0,0,0
ATM0406,2026-01-01 12:56:56,BANK002,DIST005,28.579057,77.325118,ONSITE,True,12,3,0,0,8,21,1,1,1,1,2500.0,2500.0,1,0.1666666666666666,1,1,0,0,-1.0,0,0.0,0,0
ATM0283,2026-01-01 12:58:53,BANK008,DIST007,27.201007,78.013913,ONSITE,True,12,3,0,0,8,21,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0400,2026-01-01 12:59:24,BANK007,DIST018,27.159188,78.393932,OFFSITE,True,12,3,0,0,8,21,1,1,1,1,3000.0,3000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0011,2026-01-01 13:12:51,BANK002,DIST005,28.485892,77.516968,OFFSITE,True,13,3,0,1,9,22,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1.0,0,0.0,0,0
ATM0084,2026-01-01 13:15:20,BANK001,DIST020,25.726062,82.671897,ONSITE,False,13,3,0,1,9,22,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0052,2026-01-01 13:15:54,BANK005,DIST003,26.430185,80.316886,OFFSITE,True,13,3,0,1,9,22,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0168,2026-01-01 13:17:03,BANK005,DIST012,26.749839,83.372405,OFFSITE,True,13,3,0,2,10,23,1,1,1,1,2500.0,2500.0,1,0.1666666666666666,0,2,0,0,-1.0,0,0.0,0,0
ATM0404,2026-01-01 13:49:37,BANK006,DIST015,27.472152,77.62754,ONSITE,True,13,3,0,4,12,25,1,1,1,1,500.0,500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0124,2026-01-01 13:55:25,BANK004,DIST011,28.844385,78.760623,OFFSITE,True,13,3,0,4,11,25,1,1,1,1,500.0,500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0308,2026-01-01 14:06:50,BANK001,DIST019,25.163383,82.498746,OFFSITE,True,14,3,0,4,11,26,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0358,2026-01-01 14:13:19,BANK006,DIST002,26.831436,80.92454,OFFSITE,True,14,3,0,4,11,26,1,1,1,1,4000.0,4000.0,1,0.1666666666666666,1,2,0,0,-1.0,0,0.0,0,0
ATM0235,2026-01-01 14:17:35,BANK001,DIST017,29.943133,77.522132,ONSITE,True,14,3,0,3,11,26,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0468,2026-01-01 14:25:22,BANK002,DIST007,27.202818,78.009285,OFFSITE,True,14,3,0,3,11,26,1,1,1,1,3000.0,3000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0298,2026-01-01 14:26:52,BANK006,DIST003,26.410524,80.340271,ONSITE,True,14,3,0,3,11,26,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0296,2026-01-01 14:29:07,BANK005,DIST019,25.166036,82.495771,OFFSITE,True,14,3,0,3,11,26,1,1,1,1,8000.0,8000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0491,2026-01-01 14:41:51,BANK004,DIST010,27.919928,78.095914,OFFSITE,False,14,3,0,1,11,26,1,1,1,1,500.0,500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0446,2026-01-01 14:45:14,BANK009,DIST015,27.468764,77.634706,ONSITE,True,14,3,0,3,13,28,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0181,2026-01-01 14:51:39,BANK007,DIST003,26.491004,80.257177,ONSITE,True,14,3,0,4,14,29,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0028,2026-01-01 14:51:45,BANK010,DIST015,27.485724,77.669728,OFFSITE,True,14,3,0,4,14,29,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0038,2026-01-01 15:03:17,BANK009,DIST001,25.327533,82.989368,OFFSITE,True,15,3,0,3,13,29,1,1,1,1,3000.0,3000.0,1,0.1666666666666666,1,1,0,0,-1.0,0,0.0,0,0
ATM0382,2026-01-01 15:08:51,BANK002,DIST007,27.163424,78.042035,ONSITE,True,15,3,0,3,13,29,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0130,2026-01-01 16:03:58,BANK001,DIST010,27.929257,78.088898,ONSITE,True,16,3,0,0,12,29,1,1,1,1,2500.0,2500.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0059,2026-01-01 16:07:06,BANK001,DIST015,27.500522,77.669286,ONSITE,True,16,3,0,0,12,29,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0117,2026-01-01 16:14:21,BANK003,DIST009,28.363133,79.42183,OFFSITE,False,16,3,0,0,11,29,1,1,1,1,2500.0,2500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0410,2026-01-01 16:23:31,BANK001,DIST009,28.415599,79.359233,OFFSITE,False,16,3,0,0,11,29,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0218,2026-01-01 16:24:36,BANK005,DIST012,26.794233,83.393934,ONSITE,True,16,3,0,0,11,29,1,1,1,1,3000.0,3000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0070,2026-01-01 16:41:00,BANK009,DIST003,26.436589,80.303939,ONSITE,True,16,3,0,0,10,29,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0087,2026-01-01 16:44:25,BANK010,DIST005,28.619804,77.36927,OFFSITE,True,16,3,0,0,10,29,1,1,1,1,10000.0,10000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0164,2026-01-01 16:44:34,BANK009,DIST017,29.942563,77.530019,OFFSITE,True,16,3,0,0,10,29,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0008,2026-01-01 16:48:15,BANK010,DIST001,25.315999,82.989737,OFFSITE,True,16,3,0,0,10,29,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,0,2,0,0,-1.0,0,0.0,0,0
ATM0177,2026-01-01 16:49:59,BANK006,DIST005,28.576351,77.317908,OFFSITE,True,16,3,0,0,10,29,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,1,1,0,0,-1.0,0,0.0,0,0
ATM0177,2026-01-01 16:53:40,BANK006,DIST005,28.576351,77.317908,OFFSITE,True,16,3,0,0,10,29,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,1,1,0,0,-1.0,0,0.0,0,0
ATM0087,2026-01-01 16:59:23,BANK010,DIST005,28.619804,77.36927,OFFSITE,True,16,3,0,0,10,29,2,2,2,2,13000.0,6500.0,2,0.3333333333333333,0,1,0,0,-1.0,0,0.0,0,0
ATM0472,2026-01-01 16:59:46,BANK007,DIST005,28.478879,77.516063,OFFSITE,True,16,3,0,0,10,29,1,1,1,1,5000.0,5000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0347,2026-01-01 17:02:39,BANK003,DIST004,25.390155,81.868543,ONSITE,True,17,3,0,0,10,29,0,0,0,0,0.0,0.0,0,0.0,1,1,0,0,-1.0,0,0.0,0,0
ATM0086,2026-01-01 17:05:02,BANK004,DIST002,26.852061,80.947655,ONSITE,True,17,3,0,0,10,29,0,0,0,0,0.0,0.0,0,0.0,1,2,0,0,-1.0,0,0.0,0,0
ATM0172,2026-01-01 17:23:51,BANK007,DIST012,26.759251,83.365301,OFFSITE,True,17,3,0,0,9,29,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,1,2,0,0,-1.0,0,0.0,0,0
ATM0087,2026-01-01 17:25:05,BANK010,DIST005,28.619804,77.36927,OFFSITE,True,17,3,0,0,9,29,3,3,3,3,18000.0,6000.0,3,0.5,0,1,0,0,-1.0,0,0.0,0,0
ATM0047,2026-01-01 17:29:52,BANK008,DIST011,28.815673,78.736228,OFFSITE,True,17,3,0,0,9,29,1,1,1,1,3000.0,3000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0176,2026-01-01 17:34:54,BANK010,DIST005,28.574261,77.310396,ONSITE,True,17,3,0,0,8,29,1,1,1,1,5000.0,5000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0378,2026-01-01 17:46:07,BANK010,DIST014,25.435544,78.555407,OFFSITE,True,17,3,0,0,8,29,1,1,2,1,1000.0,1000.0,1,0.1666666666666666,0,2,0,0,-1.0,0,0.0,0,0
ATM0316,2026-01-01 17:46:31,BANK002,DIST005,28.518235,77.41085,ONSITE,True,17,3,0,0,8,29,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0346,2026-01-01 18:03:20,BANK009,DIST001,25.305205,83.008167,ONSITE,True,18,3,0,0,8,29,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,1,1,0,0,-1.0,0,0.0,0,0
ATM0300,2026-01-01 18:07:06,BANK004,DIST003,26.499235,80.264113,OFFSITE,False,18,3,0,0,8,29,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0207,2026-01-01 18:25:38,BANK001,DIST012,26.79487,83.386232,OFFSITE,True,18,3,0,1,9,30,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0243,2026-01-01 18:33:42,BANK008,DIST015,27.478619,77.629341,OFFSITE,True,18,3,0,2,10,31,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0051,2026-01-01 18:39:51,BANK003,DIST015,27.512672,77.668469,OFFSITE,True,18,3,0,2,10,31,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,2,2,0,0,-1.0,0,0.0,0,0
ATM0421,2026-01-01 19:14:02,BANK002,DIST005,28.565784,77.321324,OFFSITE,True,19,3,0,2,10,32,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,1,1,0,0,-1.0,0,0.0,0,0
ATM0235,2026-01-01 19:17:54,BANK001,DIST017,29.943133,77.522132,ONSITE,True,19,3,0,2,9,32,1,2,2,2,4000.0,2000.0,2,0.3333333333333333,0,0,0,0,-1.0,0,0.0,0,0
ATM0114,2026-01-01 19:26:41,BANK004,DIST019,25.141157,82.573677,ONSITE,True,19,3,0,2,10,33,1,1,1,1,2500.0,2500.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0367,2026-01-01 19:47:39,BANK010,DIST006,28.650539,77.34127,OFFSITE,True,19,3,0,3,9,34,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0088,2026-01-01 19:54:17,BANK007,DIST017,29.966645,77.538935,ONSITE,True,19,3,0,3,9,34,0,0,0,0,0.0,0.0,0,0.0,1,1,0,0,-1.0,0,0.0,0,0
ATM0116,2026-01-01 20:22:23,BANK010,DIST008,28.995574,77.709756,ONSITE,True,20,3,0,2,8,34,1,1,1,1,3000.0,3000.0,1,0.1666666666666666,1,3,0,0,-1.0,0,0.0,0,0
ATM0139,2026-01-01 20:26:39,BANK005,DIST010,27.909797,78.08291,OFFSITE,True,20,3,0,1,8,34,1,1,1,1,5000.0,5000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0496,2026-01-01 21:04:29,BANK008,DIST010,27.920528,78.088653,OFFSITE,True,21,3,0,2,7,36,0,0,0,0,0.0,0.0,0,0.0,0,1,0,0,-1.0,0,0.0,0,0
ATM0121,2026-01-01 21:13:43,BANK002,DIST006,28.689908,77.452654,ONSITE,True,21,3,0,2,7,36,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0296,2026-01-01 21:57:22,BANK005,DIST019,25.166036,82.495771,OFFSITE,True,21,3,0,1,7,36,1,1,2,1,2000.0,2000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0242,2026-01-01 23:03:34,BANK002,DIST012,26.774596,83.390649,OFFSITE,True,23,3,0,1,8,37,1,1,1,1,2500.0,2500.0,1,0.1666666666666666,0,3,0,0,-1.0,0,0.0,0,0
ATM0320,2026-01-01 23:32:20,BANK003,DIST004,25.429848,81.901499,ONSITE,True,23,3,0,2,9,38,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1.0,0,0.0,0,0
ATM0396,2026-01-02 04:19:00,BANK007,DIST018,27.165026,78.405594,OFFSITE,False,4,4,0,1,11,41,1,1,1,1,3000.0,3000.0,1,0.1666666666666666,0,0,0,0,-1.0,0,0.0,0,0
ATM0052,2026-01-02 04:52:47,BANK005,DIST003,26.430185,80.316886,OFFSITE,True,4,4,0,3,12,41,0,0,1,0,0.0,0.0,0,0.0,0,2,0,0,-1.0,0,0.0,0,0
ATM0104,2026-01-02 05:18:03,BANK009,DIST010,27.924445,78.096882,OFFSITE,True,5,4,0,3,13,41,1,1,1,1,10000.0,10000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0272,2026-01-02 05:19:15,BANK006,DIST001,25.318135,82.981559,OFFSITE,True,5,4,0,3,13,40,0,0,0,0,0.0,0.0,0,0.0,0,2,0,0,-1.0,0,0.0,0,0
ATM0176,2026-01-02 05:56:09,BANK010,DIST005,28.574261,77.310396,ONSITE,True,5,4,0,3,14,40,1,1,2,1,3000.0,3000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0141,2026-01-02 07:22:27,BANK009,DIST006,28.648138,77.341637,OFFSITE,True,7,4,0,5,16,44,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0167,2026-01-02 07:30:48,BANK004,DIST004,25.433819,81.909868,OFFSITE,True,7,4,0,4,15,44,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1.0,0,0.0,0,0
ATM0079,2026-01-02 07:37:10,BANK005,DIST007,27.202434,78.003355,OFFSITE,True,7,4,0,4,14,44,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1.0,0,0.0,0,0
ATM0371,2026-01-02 07:42:55,BANK006,DIST001,25.362182,82.959945,OFFSITE,True,7,4,0,4,14,44,1,1,1,1,2500.0,2500.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0391,2026-01-02 08:31:37,BANK001,DIST004,25.455036,81.840556,OFFSITE,False,8,4,0,3,15,45,1,1,1,1,500.0,500.0,1,0.1666666666666666,0,1,0,0,-1.0,0,0.0,0,0
ATM0024,2026-01-02 08:45:36,BANK008,DIST004,25.459939,81.856866,OFFSITE,True,8,4,0,3,16,46,1,1,1,1,10000.0,10000.0,1,0.1666666666666666,1,1,1,1,0.0,1,3.7037037037037033,6,1
ATM0024,2026-01-02 08:52:27,BANK008,DIST004,25.459939,81.856866,OFFSITE,True,8,4,0,3,16,46,2,2,2,2,30000.0,15000.0,1,0.3333333333333333,1,1,2,2,0.0,2,7.4074074074074066,5,1
ATM0024,2026-01-02 09:02:38,BANK008,DIST004,25.459939,81.856866,OFFSITE,True,9,4,0,2,15,45,3,3,3,3,40000.0,13333.333333333334,1,0.5,1,1,3,3,0.0,3,11.11111111111111,4,1
ATM0476,2026-01-02 09:11:09,BANK003,DIST002,26.822476,80.909615,ONSITE,True,9,4,0,2,15,45,1,1,1,1,1500.0,1500.0,1,0.1666666666666666,0,3,0,0,178.59003258696984,0,0.0,0,0
ATM0024,2026-01-02 09:12:57,BANK008,DIST004,25.459939,81.856866,OFFSITE,True,9,4,0,2,15,45,4,4,4,4,60000.0,15000.0,1,0.6666666666666666,1,1,4,4,0.0,4,14.814814814814811,3,1
ATM0024,2026-01-02 09:17:12,BANK008,DIST004,25.459939,81.856866,OFFSITE,True,9,4,0,2,15,45,5,5,5,5,75000.0,15000.0,2,0.8333333333333334,1,1,5,5,0.0,5,18.51851851851852,2,1
ATM0011,2026-01-02 09:17:18,BANK002,DIST005,28.485892,77.516968,OFFSITE,True,9,4,0,2,15,45,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,0,1,0,0,545.9736638154088,0,0.0,0,0
ATM0145,2026-01-02 09:20:51,BANK005,DIST002,26.809951,80.907575,ONSITE,True,9,4,0,2,15,45,1,1,1,1,2000.0,2000.0,1,0.1666666666666666,0,1,0,0,177.52140857484704,0,0.0,0,0
ATM0024,2026-01-02 09:29:44,BANK008,DIST004,25.459939,81.856866,OFFSITE,True,9,4,0,1,15,45,6,6,6,6,85000.0,14166.666666666666,2,1.0,1,1,6,6,0.0,6,22.22222222222222,1,0
ATM0487,2026-01-02 09:32:27,BANK006,DIST010,27.913326,78.07821,ONSITE,True,9,4,0,1,15,45,1,1,1,1,500.0,500.0,1,0.1666666666666666,0,1,0,0,464.0110830930018,0,0.0,0,0
ATM0024,2026-01-02 09:34:04,BANK008,DIST004,25.459939,81.856866,OFFSITE,True,9,4,0,2,16,45,7,7,7,7,95000.0,13571.42857142857,2,1.1666666666666667,1,1,7,7,0.0,7,25.925925925925924,0,0
ATM0216,2026-01-02 09:39:45,BANK006,DIST012,26.789731,83.398165,OFFSITE,True,9,4,0,2,16,45,1,1,1,1,500.0,500.0,1,0.1666666666666666,0,2,0,0,213.40086890603692,0,0.0,0,0
ATM0217,2026-01-02 09:53:48,BANK003,DIST004,25.389092,81.868669,OFFSITE,True,9,4,0,1,16,45,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,1,2,0,0,7.966502172382094,0,0.0,0,0
ATM0283,2026-01-02 10:09:49,BANK008,DIST007,27.201007,78.013913,ONSITE,True,10,4,0,2,16,46,1,1,2,1,3000.0,3000.0,1,0.1666666666666666,0,0,0,0,429.0987718861282,0,0.0,0,0
ATM0354,2026-01-02 10:11:05,BANK008,DIST020,25.735365,82.6819,ONSITE,True,10,4,0,2,16,46,1,1,1,1,1000.0,1000.0,1,0.1666666666666666,1,1,0,0,88.221586064086,0,0.0,0,0
ATM0058,2026-01-02 10:12:41,BANK010,DIST012,26.753205,83.37791,OFFSITE,True,10,4,0,2,16,46,0,0,0,0,0.0,0.0,0,0.0,0,4,0,0,209.15172619721457,0,0.0,0,0
