transaction_id,transaction_reference,transaction_time,amount,transaction_type,account_id,atm_id,latitude,longitude,risk_label,complaint_id,timestamp
TXN00011709,TXN-2026-011709,2026-01-01 11:28:34,2000.0,WITHDRAWAL,ACC004943,ATM0484,29.947142,77.532496,0,,2026-01-01 11:28:34
TXN00004968,TXN-2026-004968,2026-01-01 11:31:22,1000.0,WITHDRAWAL,ACC003510,ATM0178,25.423373,81.904255,0,,2026-01-01 11:31:22
TXN00027469,TXN-2026-027469,2026-01-01 11:42:28,4000.0,WITHDRAWAL,ACC003045,ATM0147,27.165217,78.406098,0,,2026-01-01 11:42:28
TXN00022400,TXN-2026-022400,2026-01-01 11:43:44,0.0,BALANCE_CHECK,ACC004910,ATM0245,29.464028,77.724575,0,,2026-01-01 11:43:44
TXN00012832,TXN-2026-012832,2026-01-01 11:49:43,2000.0,WITHDRAWAL,ACC006542,ATM0352,26.838917,80.919466,0,,2026-01-01 11:49:43
TXN00005800,TXN-2026-005800,2026-01-01 12:07:24,4000.0,WITHDRAWAL,ACC001530,ATM0151,28.971257,77.728963,0,,2026-01-01 12:07:24
TXN00011087,TXN-2026-011087,2026-01-01 12:18:45,3000.0,WITHDRAWAL,ACC008695,ATM0075,28.650715,77.377616,0,,2026-01-01 12:18:45
TXN00022101,TXN-2026-022101,2026-01-01 12:19:12,3000.0,TRANSFER,ACC003091,ATM0115,27.920861,78.090481,0,,2026-01-01 12:19:12
TXN00022772,TXN-2026-022772,2026-01-01 12:20:56,1000.0,WITHDRAWAL,ACC006450,ATM0266,29.482539,77.705613,0,,2026-01-01 12:20:56
TXN00025382,TXN-2026-025382,2026-01-01 12:38:18,2000.0,WITHDRAWAL,ACC006865,ATM0374,28.98978,77.700955,0,,2026-01-01 12:38:18
TXN00004241,TXN-2026-004241,2026-01-01 12:39:11,8000.0,WITHDRAWAL,ACC008467,ATM0279,26.473378,80.344007,0,,2026-01-01 12:39:11
TXN00006736,TXN-2026-006736,2026-01-01 12:41:05,1000.0,TRANSFER,ACC002799,ATM0255,28.510599,77.408639,0,,2026-01-01 12:41:05
TXN00002834,TXN-2026-002834,2026-01-01 12:43:57,2000.0,WITHDRAWAL,ACC003870,ATM0466,28.992508,77.706963,0,,2026-01-01 12:43:57
TXN00009099,TXN-2026-009099,2026-01-01 12:56:56,2500.0,WITHDRAWAL,ACC007026,ATM0406,28.579057,77.325118,0,,2026-01-01 12:56:56
TXN00029507,TXN-2026-029507,2026-01-01 12:58:53,1500.0,WITHDRAWAL,ACC008396,ATM0283,27.201007,78.013913,0,,2026-01-01 12:58:53
TXN00011274,TXN-2026-011274,2026-01-01 12:59:24,3000.0,WITHDRAWAL,ACC003262,ATM0400,27.159188,78.393932,0,,2026-01-01 12:59:24
TXN00023199,TXN-2026-023199,2026-01-01 13:12:51,10000.0,DEPOSIT,ACC002210,ATM0011,28.485892,77.516968,0,,2026-01-01 13:12:51
TXN00005659,TXN-2026-005659,2026-01-01 13:15:20,1500.0,WITHDRAWAL,ACC007681,ATM0084,25.726062,82.671897,0,,2026-01-01 13:15:20
TXN00024209,TXN-2026-024209,2026-01-01 13:15:54,2000.0,WITHDRAWAL,ACC003287,ATM0052,26.430185,80.316886,0,,2026-01-01 13:15:54
TXN00007301,TXN-2026-007301,2026-01-01 13:17:03,2500.0,WITHDRAWAL,ACC001685,ATM0168,26.749839,83.372405,0,,2026-01-01 13:17:03
TXN00029548,TXN-2026-029548,2026-01-01 13:49:37,500.0,WITHDRAWAL,ACC004297,ATM0404,27.472152,77.62754,0,,2026-01-01 13:49:37
TXN00021369,TXN-2026-021369,2026-01-01 13:55:25,500.0,WITHDRAWAL,ACC006565,ATM0124,28.844385,78.760623,0,,2026-01-01 13:55:25
TXN00010709,TXN-2026-010709,2026-01-01 14:06:50,1500.0,WITHDRAWAL,ACC007053,ATM0308,25.163383,82.498746,0,,2026-01-01 14:06:50
TXN00026974,TXN-2026-026974,2026-01-01 14:13:19,4000.0,WITHDRAWAL,ACC002554,ATM0358,26.831436,80.92454,0,,2026-01-01 14:13:19
TXN00015584,TXN-2026-015584,2026-01-01 14:17:35,1000.0,WITHDRAWAL,ACC007979,ATM0235,29.943133,77.522132,0,,2026-01-01 14:17:35
TXN00012742,TXN-2026-012742,2026-01-01 14:25:22,3000.0,WITHDRAWAL,ACC007567,ATM0468,27.202818,78.009285,0,,2026-01-01 14:25:22
TXN00009851,TXN-2026-009851,2026-01-01 14:26:52,1500.0,WITHDRAWAL,ACC004052,ATM0298,26.410524,80.340271,0,,2026-01-01 14:26:52
TXN00022765,TXN-2026-022765,2026-01-01 14:29:07,8000.0,WITHDRAWAL,ACC007958,ATM0296,25.166036,82.495771,0,,2026-01-01 14:29:07
TXN00015580,TXN-2026-015580,2026-01-01 14:41:51,500.0,WITHDRAWAL,ACC000547,ATM0491,27.919928,78.095914,0,,2026-01-01 14:41:51
TXN00024774,TXN-2026-024774,2026-01-01 14:45:14,1000.0,WITHDRAWAL,ACC008119,ATM0446,27.468764,77.634706,0,,2026-01-01 14:45:14
TXN00026117,TXN-2026-026117,2026-01-01 14:51:39,1000.0,WITHDRAWAL,ACC004826,ATM0181,26.491004,80.257177,0,,2026-01-01 14:51:39
TXN00027608,TXN-2026-027608,2026-01-01 14:51:45,2000.0,WITHDRAWAL,ACC007252,ATM0028,27.485724,77.669728,0,,2026-01-01 14:51:45
TXN00007406,TXN-2026-007406,2026-01-01 15:03:17,3000.0,WITHDRAWAL,ACC001834,ATM0038,25.327533,82.989368,0,,2026-01-01 15:03:17
TXN00016642,TXN-2026-016642,2026-01-01 15:08:51,2000.0,WITHDRAWAL,ACC008012,ATM0382,27.163424,78.042035,0,,2026-01-01 15:08:51
TXN00029760,TXN-2026-029760,2026-01-01 16:03:58,2500.0,WITHDRAWAL,ACC006747,ATM0130,27.929257,78.088898,0,,2026-01-01 16:03:58
TXN00023535,TXN-2026-023535,2026-01-01 16:07:06,1500.0,WITHDRAWAL,ACC001628,ATM0059,27.500522,77.669286,0,,2026-01-01 16:07:06
TXN00021130,TXN-2026-021130,2026-01-01 16:14:21,2500.0,WITHDRAWAL,ACC001250,ATM0117,28.363133,79.42183,0,,2026-01-01 16:14:21
TXN00015979,TXN-2026-015979,2026-01-01 16:23:31,1000.0,WITHDRAWAL,ACC008738,ATM0410,28.415599,79.359233,0,,2026-01-01 16:23:31
TXN00022840,TXN-2026-022840,2026-01-01 16:24:36,3000.0,WITHDRAWAL,ACC007363,ATM0218,26.794233,83.393934,0,,2026-01-01 16:24:36
TXN00004021,TXN-2026-004021,2026-01-01 16:41:00,1500.0,WITHDRAWAL,ACC000477,ATM0070,26.436589,80.303939,0,,2026-01-01 16:41:00
TXN00014644,TXN-2026-014644,2026-01-01 16:44:25,10000.0,WITHDRAWAL,ACC004158,ATM0087,28.619804,77.36927,0,,2026-01-01 16:44:25
TXN00003794,TXN-2026-003794,2026-01-01 16:44:34,1000.0,WITHDRAWAL,ACC003130,ATM0164,29.942563,77.530019,0,,2026-01-01 16:44:34
TXN00005228,TXN-2026-005228,2026-01-01 16:48:15,2000.0,WITHDRAWAL,ACC003420,ATM0008,25.315999,82.989737,0,,2026-01-01 16:48:15
TXN00004600,TXN-2026-004600,2026-01-01 16:49:59,2000.0,WITHDRAWAL,ACC007945,ATM0177,28.576351,77.317908,0,,2026-01-01 16:49:59
TXN00028221,TXN-2026-028221,2026-01-01 16:53:40,10000.0,DEPOSIT,ACC003570,ATM0177,28.576351,77.317908,0,,2026-01-01 16:53:40
TXN00028485,TXN-2026-028485,2026-01-01 16:59:23,3000.0,WITHDRAWAL,ACC002438,ATM0087,28.619804,77.36927,0,,2026-01-01 16:59:23
TXN00009449,TXN-2026-009449,2026-01-01 16:59:46,5000.0,WITHDRAWAL,ACC002856,ATM0472,28.478879,77.516063,0,,2026-01-01 16:59:46
TXN00014987,TXN-2026-014987,2026-01-01 17:02:39,0.0,BALANCE_CHECK,ACC007782,ATM0347,25.390155,81.868543,0,,2026-01-01 17:02:39
TXN00026210,TXN-2026-026210,2026-01-01 17:05:02,0.0,BALANCE_CHECK,ACC005530,ATM0086,26.852061,80.947655,0,,2026-01-01 17:05:02
TXN00012231,TXN-2026-012231,2026-01-01 17:23:51,2000.0,WITHDRAWAL,ACC000431,ATM0172,26.759251,83.365301,0,,2026-01-01 17:23:51
TXN00005816,TXN-2026-005816,2026-01-01 17:25:05,5000.0,WITHDRAWAL,ACC005703,ATM0087,28.619804,77.36927,0,,2026-01-01 17:25:05
TXN00011327,TXN-2026-011327,2026-01-01 17:29:52,3000.0,WITHDRAWAL,ACC002828,ATM0047,28.815673,78.736228,0,,2026-01-01 17:29:52
TXN00027365,TXN-2026-027365,2026-01-01 17:34:54,5000.0,WITHDRAWAL,ACC007975,ATM0176,28.574261,77.310396,0,,2026-01-01 17:34:54
TXN00015632,TXN-2026-015632,2026-01-01 17:46:07,1000.0,WITHDRAWAL,ACC008013,ATM0378,25.435544,78.555407,0,,2026-01-01 17:46:07
TXN00014675,TXN-2026-014675,2026-01-01 17:46:31,1500.0,WITHDRAWAL,ACC002989,ATM0316,28.518235,77.41085,0,,2026-01-01 17:46:31
TXN00009528,TXN-2026-009528,2026-01-01 18:03:20,2000.0,WITHDRAWAL,ACC000160,ATM0346,25.305205,83.008167,0,,2026-01-01 18:03:20
TXN00017710,TXN-2026-017710,2026-01-01 18:07:06,1000.0,WITHDRAWAL,ACC000230,ATM0300,26.499235,80.264113,0,,2026-01-01 18:07:06
TXN00028820,TXN-2026-028820,2026-01-01 18:25:38,1500.0,WITHDRAWAL,ACC004031,ATM0207,26.79487,83.386232,0,,2026-01-01 18:25:38
TXN00020609,TXN-2026-020609,2026-01-01 18:33:42,1000.0,WITHDRAWAL,ACC008411,ATM0243,27.478619,77.629341,0,,2026-01-01 18:33:42
TXN00022324,TXN-2026-022324,2026-01-01 18:39:51,1500.0,WITHDRAWAL,ACC006053,ATM0051,27.512672,77.668469,0,,2026-01-01 18:39:51
TXN00018273,TXN-2026-018273,2026-01-01 19:14:02,1000.0,WITHDRAWAL,ACC000774,ATM0421,28.565784,77.321324,0,,2026-01-01 19:14:02
TXN00006602,TXN-2026-006602,2026-01-01 19:17:54,3000.0,WITHDRAWAL,ACC005455,ATM0235,29.943133,77.522132,0,,2026-01-01 19:17:54
TXN00013241,TXN-2026-013241,2026-01-01 19:26:41,2500.0,WITHDRAWAL,ACC001765,ATM0114,25.141157,82.573677,0,,2026-01-01 19:26:41
TXN00014155,TXN-2026-014155,2026-01-01 19:47:39,2000.0,WITHDRAWAL,ACC007583,ATM0367,28.650539,77.34127,0,,2026-01-01 19:47:39
TXN00019624,TXN-2026-019624,2026-01-01 19:54:17,2000.0,DEPOSIT,ACC007087,ATM0088,29.966645,77.538935,0,,2026-01-01 19:54:17
TXN00004983,TXN-2026-004983,2026-01-01 20:22:23,3000.0,WITHDRAWAL,ACC005967,ATM0116,28.995574,77.709756,0,,2026-01-01 20:22:23
TXN00006542,TXN-2026-006542,2026-01-01 20:26:39,5000.0,WITHDRAWAL,ACC002157,ATM0139,27.909797,78.08291,0,,2026-01-01 20:26:39
TXN00002637,TXN-2026-002637,2026-01-01 21:04:29,15000.0,DEPOSIT,ACC003006,ATM0496,27.920528,78.088653,0,,2026-01-01 21:04:29
TXN00010881,TXN-2026-010881,2026-01-01 21:13:43,1000.0,WITHDRAWAL,ACC008400,ATM0121,28.689908,77.452654,0,,2026-01-01 21:13:43
TXN00027010,TXN-2026-027010,2026-01-01 21:57:22,2000.0,WITHDRAWAL,ACC004742,ATM0296,25.166036,82.495771,0,,2026-01-01 21:57:22
TXN00020961,TXN-2026-020961,2026-01-01 23:03:34,2500.0,WITHDRAWAL,ACC003393,ATM0242,26.774596,83.390649,0,,2026-01-01 23:03:34
TXN00006459,TXN-2026-006459,2026-01-01 23:32:20,10000.0,DEPOSIT,ACC008516,ATM0320,25.429848,81.901499,0,,2026-01-01 23:32:20
TXN00022281,TXN-2026-022281,2026-01-02 04:19:00,3000.0,WITHDRAWAL,ACC003389,ATM0396,27.165026,78.405594,0,,2026-01-02 04:19:00
TXN00018799,TXN-2026-018799,2026-01-02 04:52:47,0.0,BALANCE_CHECK,ACC001672,ATM0052,26.430185,80.316886,0,,2026-01-02 04:52:47
TXN00011854,TXN-2026-011854,2026-01-02 05:18:03,10000.0,WITHDRAWAL,ACC005372,ATM0104,27.924445,78.096882,0,,2026-01-02 05:18:03
TXN00024881,TXN-2026-024881,2026-01-02 05:19:15,0.0,BALANCE_CHECK,ACC002798,ATM0272,25.318135,82.981559,0,,2026-01-02 05:19:15
TXN00010131,TXN-2026-010131,2026-01-02 05:56:09,3000.0,WITHDRAWAL,ACC007043,ATM0176,28.574261,77.310396,0,,2026-01-02 05:56:09
TXN00011067,TXN-2026-011067,2026-01-02 07:22:27,1000.0,WITHDRAWAL,ACC003015,ATM0141,28.648138,77.341637,0,,2026-01-02 07:22:27
TXN00006000,TXN-2026-006000,2026-01-02 07:30:48,2000.0,DEPOSIT,ACC006389,ATM0167,25.433819,81.909868,0,,2026-01-02 07:30:48
TXN00016343,TXN-2026-016343,2026-01-02 07:37:10,10000.0,TRANSFER,ACC001683,ATM0079,27.202434,78.003355,0,,2026-01-02 07:37:10
TXN00007441,TXN-2026-007441,2026-01-02 07:42:55,2500.0,WITHDRAWAL,ACC006666,ATM0371,25.362182,82.959945,0,,2026-01-02 07:42:55
TXN00015361,TXN-2026-015361,2026-01-02 08:31:37,500.0,WITHDRAWAL,ACC000616,ATM0391,25.455036,81.840556,0,,2026-01-02 08:31:37
TXN00001506,TXN-2026-001506,2026-01-02 08:45:36,10000.0,WITHDRAWAL,ACC_MULE_0041,ATM0024,25.459939,81.856866,1,COMP000249,2026-01-02 08:45:36
TXN00001507,TXN-2026-001507,2026-01-02 08:52:27,20000.0,WITHDRAWAL,ACC_MULE_0041,ATM0024,25.459939,81.856866,1,COMP000249,2026-01-02 08:52:27
TXN00001508,TXN-2026-001508,2026-01-02 09:02:38,10000.0,WITHDRAWAL,ACC_MULE_0041,ATM0024,25.459939,81.856866,1,COMP000249,2026-01-02 09:02:38
TXN00025991,TXN-2026-025991,2026-01-02 09:11:09,1500.0,WITHDRAWAL,ACC004305,ATM0476,26.822476,80.909615,0,,2026-01-02 09:11:09
TXN00001509,TXN-2026-001509,2026-01-02 09:12:57,20000.0,WITHDRAWAL,ACC_MULE_0041,ATM0024,25.459939,81.856866,1,COMP000249,2026-01-02 09:12:57
TXN00001510,TXN-2026-001510,2026-01-02 09:17:12,15000.0,WITHDRAWAL,ACC_MULE_0139,ATM0024,25.459939,81.856866,1,COMP000249,2026-01-02 09:17:12
TXN00005103,TXN-2026-005103,2026-01-02 09:17:18,1000.0,WITHDRAWAL,ACC005072,ATM0011,28.485892,77.516968,0,,2026-01-02 09:17:18
TXN00020171,TXN-2026-020171,2026-01-02 09:20:51,2000.0,WITHDRAWAL,ACC000049,ATM0145,26.809951,80.907575,0,,2026-01-02 09:20:51
TXN00001511,TXN-2026-001511,2026-01-02 09:29:44,10000.0,WITHDRAWAL,ACC_MULE_0041,ATM0024,25.459939,81.856866,1,COMP000249,2026-01-02 09:29:44
TXN00003382,TXN-2026-003382,2026-01-02 09:32:27,500.0,WITHDRAWAL,ACC001589,ATM0487,27.913326,78.07821,0,,2026-01-02 09:32:27
TXN00001512,TXN-2026-001512,2026-01-02 09:34:04,10000.0,WITHDRAWAL,ACC_MULE_0041,ATM0024,25.459939,81.856866,1,COMP000249,2026-01-02 09:34:04
TXN00015383,TXN-2026-015383,2026-01-02 09:39:45,500.0,WITHDRAWAL,ACC007864,ATM0216,26.789731,83.398165,0,,2026-01-02 09:39:45
TXN00020094,TXN-2026-020094,2026-01-02 09:53:48,1000.0,WITHDRAWAL,ACC008103,ATM0217,25.389092,81.868669,0,,2026-01-02 09:53:48
TXN00010307,TXN-2026-010307,2026-01-02 10:09:49,3000.0,WITHDRAWAL,ACC000429,ATM0283,27.201007,78.013913,0,,2026-01-02 10:09:49
TXN00008633,TXN-2026-008633,2026-01-02 10:11:05,1000.0,WITHDRAWAL,ACC003940,ATM0354,25.735365,82.6819,0,,2026-01-02 10:11:05
TXN00015639,TXN-2026-015639,2026-01-02 10:12:41,1000.0,TRANSFER,ACC008911,ATM0058,26.753205,83.37791,0,,2026-01-02 10:12:41
TXN00023223,TXN-2026-023223,2026-01-02 10:20:33,2000.0,WITHDRAWAL,ACC005590,ATM0458,28.811002,78.735184,0,,2026-01-02 10:20:33
TXN00014715,TXN-2026-014715,2026-01-02 10:24:46,500.0,WITHDRAWAL,ACC003650,ATM0411,28.68639,77.458274,0,,2026-01-02 10:24:46
TXN00023746,TXN-2026-023746,2026-01-02 10:33:52,500.0,WITHDRAWAL,ACC001419,ATM0251,25.436333,78.558993,0,,2026-01-02 10:33:52
TXN00003509,TXN-2026-003509,2026-01-02 10:34:47,1000.0,WITHDRAWAL,ACC008102,ATM0047,28.815673,78.736228,0,,2026-01-02 10:34:47
TXN00017099,TXN-2026-017099,2026-01-02 10:36:46,10000.0,WITHDRAWAL,ACC001509,ATM0360,27.169257,78.411992,0,,2026-01-02 10:36:46
TXN00016478,TXN-2026-016478,2026-01-02 11:06:08,2500.0,WITHDRAWAL,ACC001099,ATM0113,29.460435,77.713004,0,,2026-01-02 11:06:08
TXN00005350,TXN-2026-005350,2026-01-02 11:12:42,4000.0,WITHDRAWAL,ACC000684,ATM0496,27.920528,78.088653,0,,2026-01-02 11:12:42
TXN00014063,TXN-2026-014063,2026-01-02 11:12:52,2500.0,WITHDRAWAL,ACC008017,ATM0256,25.756836,82.689371,0,,2026-01-02 11:12:52
TXN00006739,TXN-2026-006739,2026-01-02 11:30:50,3000.0,WITHDRAWAL,ACC002348,ATM0060,28.979187,77.731037,0,,2026-01-02 11:30:50
TXN00022816,TXN-2026-022816,2026-01-02 11:35:49,500.0,WITHDRAWAL,ACC003805,ATM0268,27.161246,78.400457,0,,2026-01-02 11:35:49
TXN00022090,TXN-2026-022090,2026-01-02 11:36:10,2000.0,WITHDRAWAL,ACC005107,ATM0068,27.496778,77.659654,0,,2026-01-02 11:36:10
TXN00024545,TXN-2026-024545,2026-01-02 11:39:56,0.0,BALANCE_CHECK,ACC000342,ATM0032,28.472512,77.508837,0,,2026-01-02 11:39:56
TXN00016678,TXN-2026-016678,2026-01-02 11:39:58,2000.0,WITHDRAWAL,ACC007763,ATM0474,29.465618,77.724337,0,,2026-01-02 11:39:58
TXN00016658,TXN-2026-016658,2026-01-02 11:42:01,3000.0,WITHDRAWAL,ACC004509,ATM0426,25.294361,82.995857,0,,2026-01-02 11:42:01
TXN00008683,TXN-2026-008683,2026-01-02 11:48:06,5000.0,WITHDRAWAL,ACC001245,ATM0290,28.986835,77.699136,0,,2026-01-02 11:48:06
TXN00022953,TXN-2026-022953,2026-01-02 11:50:48,2000.0,WITHDRAWAL,ACC005421,ATM0359,28.653779,77.365343,0,,2026-01-02 11:50:48
TXN00010455,TXN-2026-010455,2026-01-02 11:55:21,1000.0,WITHDRAWAL,ACC004044,ATM0048,28.47585,77.517342,0,,2026-01-02 11:55:21
TXN00020142,TXN-2026-020142,2026-01-02 11:57:50,2000.0,WITHDRAWAL,ACC006014,ATM0162,26.831826,80.923845,0,,2026-01-02 11:57:50
TXN00005009,TXN-2026-005009,2026-01-02 12:01:11,500.0,WITHDRAWAL,ACC004560,ATM0277,25.308105,83.004341,0,,2026-01-02 12:01:11
TXN00012452,TXN-2026-012452,2026-01-02 12:12:01,500.0,WITHDRAWAL,ACC000051,ATM0008,25.315999,82.989737,0,,2026-01-02 12:12:01
TXN00027541,TXN-2026-027541,2026-01-02 12:20:24,2000.0,WITHDRAWAL,ACC007217,ATM0335,27.930747,78.090495,0,,2026-01-02 12:20:24
TXN00023479,TXN-2026-023479,2026-01-02 12:25:12,0.0,BALANCE_CHECK,ACC008483,ATM0188,28.810191,78.740652,0,,2026-01-02 12:25:12
TXN00003612,TXN-2026-003612,2026-01-02 12:25:37,1000.0,WITHDRAWAL,ACC005068,ATM0221,26.877788,80.99139,0,,2026-01-02 12:25:37
TXN00011636,TXN-2026-011636,2026-01-02 12:32:42,2000.0,WITHDRAWAL,ACC006652,ATM0209,25.312038,83.000404,0,,2026-01-02 12:32:42
TXN00026074,TXN-2026-026074,2026-01-02 12:42:49,2500.0,WITHDRAWAL,ACC007696,ATM0426,25.294361,82.995857,0,,2026-01-02 12:42:49
TXN00015234,TXN-2026-015234,2026-01-02 12:52:34,4000.0,WITHDRAWAL,ACC003033,ATM0482,26.842574,80.941519,0,,2026-01-02 12:52:34
TXN00013193,TXN-2026-013193,2026-01-02 13:11:27,3000.0,WITHDRAWAL,ACC001940,ATM0303,28.994345,77.696825,0,,2026-01-02 13:11:27
TXN00017423,TXN-2026-017423,2026-01-02 13:12:23,1000.0,WITHDRAWAL,ACC008467,ATM0100,25.140772,82.566779,0,,2026-01-02 13:12:23
TXN00023224,TXN-2026-023224,2026-01-02 13:16:52,2500.0,WITHDRAWAL,ACC005387,ATM0322,28.969729,77.7309,0,,2026-01-02 13:16:52
TXN00009500,TXN-2026-009500,2026-01-02 13:18:09,2000.0,WITHDRAWAL,ACC004040,ATM0205,28.97026,77.731993,0,,2026-01-02 13:18:09
TXN00004205,TXN-2026-004205,2026-01-02 13:25:07,2000.0,WITHDRAWAL,ACC002588,ATM0281,26.789103,83.400445,0,,2026-01-02 13:25:07
TXN00009472,TXN-2026-009472,2026-01-02 13:25:35,4000.0,WITHDRAWAL,ACC002446,ATM0104,27.924445,78.096882,0,,2026-01-02 13:25:35
TXN00016008,TXN-2026-016008,2026-01-02 13:28:11,2000.0,WITHDRAWAL,ACC008788,ATM0207,26.79487,83.386232,0,,2026-01-02 13:28:11
TXN00023248,TXN-2026-023248,2026-01-02 13:28:56,0.0,BALANCE_CHECK,ACC002939,ATM0095,26.797772,83.392613,0,,2026-01-02 13:28:56
TXN00005560,TXN-2026-005560,2026-01-02 13:35:26,5000.0,WITHDRAWAL,ACC002052,ATM0029,26.810265,80.90717,0,,2026-01-02 13:35:26
TXN00015402,TXN-2026-015402,2026-01-02 13:35:56,500.0,WITHDRAWAL,ACC002828,ATM0278,28.416944,79.355117,0,,2026-01-02 13:35:56
TXN00005318,TXN-2026-005318,2026-01-02 13:37:28,0.0,BALANCE_CHECK,ACC005286,ATM0328,27.489439,77.669984,0,,2026-01-02 13:37:28
TXN00004345,TXN-2026-004345,2026-01-02 13:39:21,3000.0,WITHDRAWAL,ACC002929,ATM0147,27.165217,78.406098,0,,2026-01-02 13:39:21
TXN00020701,TXN-2026-020701,2026-01-02 13:45:07,500.0,WITHDRAWAL,ACC006289,ATM0151,28.971257,77.728963,0,,2026-01-02 13:45:07
TXN00027555,TXN-2026-027555,2026-01-02 13:48:10,2000.0,WITHDRAWAL,ACC004375,ATM0448,26.770769,82.138475,0,,2026-01-02 13:48:10
TXN00021762,TXN-2026-021762,2026-01-02 13:49:16,3000.0,WITHDRAWAL,ACC000902,ATM0262,28.641864,77.349301,0,,2026-01-02 13:49:16
TXN00025940,TXN-2026-025940,2026-01-02 13:52:25,0.0,BALANCE_CHECK,ACC004989,ATM0238,26.856187,81.000919,0,,2026-01-02 13:52:25
TXN00011226,TXN-2026-011226,2026-01-02 13:57:37,5000.0,DEPOSIT,ACC005732,ATM0016,25.457964,78.574883,0,,2026-01-02 13:57:37
TXN00023829,TXN-2026-023829,2026-01-02 13:58:48,1000.0,WITHDRAWAL,ACC003642,ATM0190,25.429494,81.904348,0,,2026-01-02 13:58:48
